,,,,,,
RXCUI_IN,STR,CUI,ATC,NDDF,CODE,HSP
44,mesna,C0000294,R05CB05,2678,595,1
44,mesna,C0000294,R05CB05,2678,599.7,0
44,mesna,C0000294,R05CB05,2678,599.7,0
44,mesna,C0000294,R05CB05,2678,977.9,1
44,mesna,C0000294,R05CB05,2678,595.9,1
44,mesna,C0000294,R05CB05,2678,791.9,0
44,mesna,C0000294,R05CB05,2678,459,1
44,mesna,C0000294,R05CB05,2678,799.89,0
44,mesna,C0000294,V03AF01,2678,595,1
44,mesna,C0000294,V03AF01,2678,599.7,0
44,mesna,C0000294,V03AF01,2678,599.7,0
44,mesna,C0000294,V03AF01,2678,977.9,1
44,mesna,C0000294,V03AF01,2678,595.9,1
44,mesna,C0000294,V03AF01,2678,791.9,0
44,mesna,C0000294,V03AF01,2678,459,1
44,mesna,C0000294,V03AF01,2678,799.89,0
73,docosahexaenoate,C0000464,,,69.92,0
73,docosahexaenoate,C0000464,,,314,0
73,docosahexaenoate,C0000464,,,331,0
73,docosahexaenoate,C0000464,,,765.1,0
73,docosahexaenoate,C0000464,,,290,0
73,docosahexaenoate,C0000464,,,994.2,0
73,docosahexaenoate,C0000464,,,780.97,0
73,docosahexaenoate,C0000464,,,290.8,0
73,docosahexaenoate,C0000464,,,429.9,0
73,docosahexaenoate,C0000464,,,959.01,0
73,docosahexaenoate,C0000464,,,745,0
73,docosahexaenoate,C0000464,,,781.2,0
73,docosahexaenoate,C0000464,,,V25.41,0
73,docosahexaenoate,C0000464,,,434.91,0
73,docosahexaenoate,C0000464,,,332,0
73,docosahexaenoate,C0000464,,,799.21,0
73,docosahexaenoate,C0000464,,,279.49,0
73,docosahexaenoate,C0000464,,,V27.9,0
73,docosahexaenoate,C0000464,,,314.01,0
73,docosahexaenoate,C0000464,,,185,0
73,docosahexaenoate,C0000464,,,995.2,0
73,docosahexaenoate,C0000464,,,260-269.99,0
73,docosahexaenoate,C0000464,,,88.7,0
73,docosahexaenoate,C0000464,,,294.2,0
73,docosahexaenoate,C0000464,,,460,0
73,docosahexaenoate,C0000464,,,332,0
73,docosahexaenoate,C0000464,,,314.9,0
73,docosahexaenoate,C0000464,,,153.9,0
73,docosahexaenoate,C0000464,,,780.99,0
73,docosahexaenoate,C0000464,,,294.2,0
73,docosahexaenoate,C0000464,,,296.99,0
73,docosahexaenoate,C0000464,,,V22.2,0
73,docosahexaenoate,C0000464,,,362.74,0
73,docosahexaenoate,C0000464,,,269.9,0
73,docosahexaenoate,C0000464,,,797,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,569.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,692.7,1
74,4-aminobenzoic acid,C0000473,D02BA01,2338,796.4,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,692.71,1
74,4-aminobenzoic acid,C0000473,D02BA01,2338,780.79,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,607.85,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,239.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,710.3,1
74,4-aminobenzoic acid,C0000473,D02BA01,2338,704.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,564.1,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,338-338.99,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,709.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,995.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,709.01,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,692.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,694.4,1
74,4-aminobenzoic acid,C0000473,D02BA01,2338,528.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,266.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,528.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,799.22,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,710.1,1
74,4-aminobenzoic acid,C0000473,D02BA01,2338,780.96,0
74,4-aminobenzoic acid,C0000473,D02BA01,2338,799.89,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,569.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,692.7,1
74,4-aminobenzoic acid,C0000473,D02BA01,1006,796.4,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,692.71,1
74,4-aminobenzoic acid,C0000473,D02BA01,1006,780.79,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,607.85,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,239.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,710.3,1
74,4-aminobenzoic acid,C0000473,D02BA01,1006,704.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,564.1,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,338-338.99,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,709.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,995.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,709.01,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,692.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,694.4,1
74,4-aminobenzoic acid,C0000473,D02BA01,1006,528.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,266.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,528.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,799.22,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,710.1,1
74,4-aminobenzoic acid,C0000473,D02BA01,1006,780.96,0
74,4-aminobenzoic acid,C0000473,D02BA01,1006,799.89,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,569.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,692.7,1
74,4-aminobenzoic acid,C0000473,D02BA01,2325,796.4,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,692.71,1
74,4-aminobenzoic acid,C0000473,D02BA01,2325,780.79,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,607.85,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,239.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,710.3,1
74,4-aminobenzoic acid,C0000473,D02BA01,2325,704.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,564.1,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,338-338.99,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,709.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,995.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,709.01,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,692.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,694.4,1
74,4-aminobenzoic acid,C0000473,D02BA01,2325,528.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,266.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,528.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,799.22,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,710.1,1
74,4-aminobenzoic acid,C0000473,D02BA01,2325,780.96,0
74,4-aminobenzoic acid,C0000473,D02BA01,2325,799.89,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,569.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,692.7,1
74,4-aminobenzoic acid,C0000473,D02BA01,1966,796.4,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,692.71,1
74,4-aminobenzoic acid,C0000473,D02BA01,1966,780.79,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,607.85,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,239.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,710.3,1
74,4-aminobenzoic acid,C0000473,D02BA01,1966,704.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,564.1,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,338-338.99,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,709.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,995.3,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,709.01,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,692.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,694.4,1
74,4-aminobenzoic acid,C0000473,D02BA01,1966,528.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,266.2,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,528.9,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,799.22,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,710.1,1
74,4-aminobenzoic acid,C0000473,D02BA01,1966,780.96,0
74,4-aminobenzoic acid,C0000473,D02BA01,1966,799.89,0
90,eicosapentaenoic acid,C0000545,,2052,782.62,0
90,eicosapentaenoic acid,C0000545,,2052,296.5,0
90,eicosapentaenoic acid,C0000545,,2052,300.9,0
90,eicosapentaenoic acid,C0000545,,2052,V49.81,0
90,eicosapentaenoic acid,C0000545,,2052,796.4,0
90,eicosapentaenoic acid,C0000545,,2052,571.8,0
90,eicosapentaenoic acid,C0000545,,2052,413,0
90,eicosapentaenoic acid,C0000545,,2052,295.9,0
90,eicosapentaenoic acid,C0000545,,2052,295,0
90,eicosapentaenoic acid,C0000545,,2052,780.79,0
90,eicosapentaenoic acid,C0000545,,2052,250,0
90,eicosapentaenoic acid,C0000545,,2052,290-299.99,0
90,eicosapentaenoic acid,C0000545,,2052,295.9,0
90,eicosapentaenoic acid,C0000545,,2052,204,0
90,eicosapentaenoic acid,C0000545,,2052,556.9,0
90,eicosapentaenoic acid,C0000545,,2052,414,0
90,eicosapentaenoic acid,C0000545,,2052,994.2,0
90,eicosapentaenoic acid,C0000545,,2052,414,0
90,eicosapentaenoic acid,C0000545,,2052,70.9,0
90,eicosapentaenoic acid,C0000545,,2052,556.8,0
90,eicosapentaenoic acid,C0000545,,2052,250,0
90,eicosapentaenoic acid,C0000545,,2052,70.7,0
90,eicosapentaenoic acid,C0000545,,2052,786.5,0
90,eicosapentaenoic acid,C0000545,,2052,260-269.99,0
90,eicosapentaenoic acid,C0000545,,2052,70.7,0
90,eicosapentaenoic acid,C0000545,,2052,997.1,0
90,eicosapentaenoic acid,C0000545,,2052,298.8,0
90,eicosapentaenoic acid,C0000545,,2052,311,0
90,eicosapentaenoic acid,C0000545,,2052,799.9,0
90,eicosapentaenoic acid,C0000545,,2052,296.2,0
90,eicosapentaenoic acid,C0000545,,2052,88.7,0
90,eicosapentaenoic acid,C0000545,,2052,307.1,0
90,eicosapentaenoic acid,C0000545,,2052,413.9,0
90,eicosapentaenoic acid,C0000545,,2052,298.9,0
90,eicosapentaenoic acid,C0000545,,2052,410.9,0
90,eicosapentaenoic acid,C0000545,,2052,728.85,0
90,eicosapentaenoic acid,C0000545,,2052,269.9,0
90,eicosapentaenoic acid,C0000545,,2052,272.4,0
90,eicosapentaenoic acid,C0000545,,2052,627.2,0
90,eicosapentaenoic acid,C0000545,,2052,797,0
90,eicosapentaenoic acid,C0000545,,2052,556,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,780.52,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,278,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,307.51,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,307.59,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,300,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,729.1,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,296.2,0
94,5-hydroxytryptophan,C0000578,N06AX01,5314,334,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,780.52,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,278,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,307.51,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,307.59,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,300,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,729.1,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,296.2,0
94,5-hydroxytryptophan,C0000578,N06AX01,8831,334,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,571.5,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,785.5,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,599.7,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,284.9,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,55,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,796.4,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,239,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,285.9,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,641.2,1
99,6-aminocaproic acid,C0000608,B02AA01,2072,599.7,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,289.9,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,140-239.99,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,50,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,799.01,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,287.5,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,00-99.99,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,185,1
99,6-aminocaproic acid,C0000608,B02AA01,2072,36.1,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,239-239.99,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,280-289.99,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,791.9,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,36.1,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,602.9,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,459,1
99,6-aminocaproic acid,C0000608,B02AA01,2072,998.11,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,580-629.99,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,641.2,1
99,6-aminocaproic acid,C0000608,B02AA01,2072,790.99,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,959.9,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,537.9,0
99,6-aminocaproic acid,C0000608,B02AA01,2072,599.9,0
103,mercaptopurine,C0000618,L01BB02,2647,204.1,1
103,mercaptopurine,C0000618,L01BB02,2647,204.9,0
103,mercaptopurine,C0000618,L01BB02,2647,208,1
103,mercaptopurine,C0000618,L01BB02,2647,205,0
103,mercaptopurine,C0000618,L01BB02,2647,204,0
103,mercaptopurine,C0000618,L01BB02,2647,205,0
103,mercaptopurine,C0000618,L01BB02,2647,204.9,0
103,mercaptopurine,C0000618,L01BB02,2647,783.9,0
103,mercaptopurine,C0000618,L01BB02,2647,208,0
103,mercaptopurine,C0000618,L01BB02,2647,787.91,0
103,mercaptopurine,C0000618,L01BB02,2647,239,0
103,mercaptopurine,C0000618,L01BB02,2647,204,1
103,mercaptopurine,C0000618,L01BB02,2647,208,0
103,mercaptopurine,C0000618,L01BB02,2647,204,1
103,mercaptopurine,C0000618,L01BB02,2647,201,0
103,mercaptopurine,C0000618,L01BB02,2647,338-338.99,0
103,mercaptopurine,C0000618,L01BB02,2647,208.9,1
103,mercaptopurine,C0000618,L01BB02,2647,205.1,0
103,mercaptopurine,C0000618,L01BB02,2647,558.9,0
103,mercaptopurine,C0000618,L01BB02,2647,202.8,1
103,mercaptopurine,C0000618,L01BB02,2647,238.4,0
103,mercaptopurine,C0000618,L01BB02,2647,783.21,0
103,mercaptopurine,C0000618,L01BB02,2647,556.9,1
103,mercaptopurine,C0000618,L01BB02,2647,140-239.99,0
103,mercaptopurine,C0000618,L01BB02,2647,208.9,1
103,mercaptopurine,C0000618,L01BB02,2647,201.1,0
103,mercaptopurine,C0000618,L01BB02,2647,201.2,0
103,mercaptopurine,C0000618,L01BB02,2647,199.1,0
103,mercaptopurine,C0000618,L01BB02,2647,995.3,0
103,mercaptopurine,C0000618,L01BB02,2647,239-239.99,0
103,mercaptopurine,C0000618,L01BB02,2647,787.7,0
103,mercaptopurine,C0000618,L01BB02,2647,555.9,1
103,mercaptopurine,C0000618,L01BB02,2647,556.8,1
103,mercaptopurine,C0000618,L01BB02,2647,709.9,0
103,mercaptopurine,C0000618,L01BB02,2647,204.1,1
103,mercaptopurine,C0000618,L01BB02,2647,199,0
103,mercaptopurine,C0000618,L01BB02,2647,696,0
103,mercaptopurine,C0000618,L01BB02,2647,205.9,0
103,mercaptopurine,C0000618,L01BB02,2647,205,0
103,mercaptopurine,C0000618,L01BB02,2647,201.9,0
103,mercaptopurine,C0000618,L01BB02,2647,201.9,0
103,mercaptopurine,C0000618,L01BB02,2647,205.1,0
103,mercaptopurine,C0000618,L01BB02,2647,205.9,0
103,mercaptopurine,C0000618,L01BB02,2647,201.2,0
103,mercaptopurine,C0000618,L01BB02,2647,780.6,0
103,mercaptopurine,C0000618,L01BB02,2647,201.1,0
103,mercaptopurine,C0000618,L01BB02,2647,780.96,0
103,mercaptopurine,C0000618,L01BB02,2647,201,0
103,mercaptopurine,C0000618,L01BB02,2647,556,1
110,oxyquinoline,C0000665,R02AA14,3184,686.9,1
110,oxyquinoline,C0000665,G01AC30,3184,686.9,1
110,oxyquinoline,C0000665,D08AH03,3184,686.9,1
110,oxyquinoline,C0000665,A01AB07,3184,686.9,1
149,acebutolol,C0000946,C07AB04,4742,301.9,0
149,acebutolol,C0000946,C07AB04,4742,786.5,0
149,acebutolol,C0000946,C07AB04,4742,276.9,0
149,acebutolol,C0000946,C07AB04,4742,414.8,0
149,acebutolol,C0000946,C07AB04,4742,253.5,0
149,acebutolol,C0000946,C07AB04,4742,427.6,0
149,acebutolol,C0000946,C07AB04,4742,427.89,1
149,acebutolol,C0000946,C07AB04,4742,796.4,0
149,acebutolol,C0000946,C07AB04,4742,427.6,0
149,acebutolol,C0000946,C07AB04,4742,997.91,1
149,acebutolol,C0000946,C07AB04,4742,427,1
149,acebutolol,C0000946,C07AB04,4742,429.9,1
149,acebutolol,C0000946,C07AB04,4742,413,1
149,acebutolol,C0000946,C07AB04,4742,458,0
149,acebutolol,C0000946,C07AB04,4742,410-414.99,0
149,acebutolol,C0000946,C07AB04,4742,427.41,1
149,acebutolol,C0000946,C07AB04,4742,401-405.99,1
149,acebutolol,C0000946,C07AB04,4742,410.8,0
149,acebutolol,C0000946,C07AB04,4742,276.69,0
149,acebutolol,C0000946,C07AB04,4742,427.9,1
149,acebutolol,C0000946,C07AB04,4742,571.5,0
149,acebutolol,C0000946,C07AB04,4742,786.5,1
149,acebutolol,C0000946,C07AB04,4742,592,0
149,acebutolol,C0000946,C07AB04,4742,427.1,1
149,acebutolol,C0000946,C07AB04,4742,458.9,0
149,acebutolol,C0000946,C07AB04,4742,496,0
149,acebutolol,C0000946,C07AB04,4742,413.9,1
149,acebutolol,C0000946,C07AB04,4742,593.9,0
149,acebutolol,C0000946,C07AB04,4742,410.9,1
149,acebutolol,C0000946,C07AB04,4742,427.69,0
149,acebutolol,C0000946,C07AB04,4742,414.9,0
149,acebutolol,C0000946,C07AB04,4742,401.9,1
154,acenocoumarol,C0000956,B01AA07,2087,V22.2,0
161,acetaminophen,C0000970,N02BE01,1605,302.89,0
161,acetaminophen,C0000970,N02BE01,1605,780-789.99,0
161,acetaminophen,C0000970,N02BE01,1605,781,0
161,acetaminophen,C0000970,N02BE01,1605,388.7,0
161,acetaminophen,C0000970,N02BE01,1605,309.83,0
161,acetaminophen,C0000970,N02BE01,1605,786.5,0
161,acetaminophen,C0000970,N02BE01,1605,250,0
161,acetaminophen,C0000970,N02BE01,1605,338.2,0
161,acetaminophen,C0000970,N02BE01,1605,346.9,1
161,acetaminophen,C0000970,N02BE01,1605,789,0
161,acetaminophen,C0000970,N02BE01,1605,390-392.99,0
161,acetaminophen,C0000970,N02BE01,1605,307.81,0
161,acetaminophen,C0000970,N02BE01,1605,995.2,0
161,acetaminophen,C0000970,N02BE01,1605,715,1
161,acetaminophen,C0000970,N02BE01,1605,477,0
161,acetaminophen,C0000970,N02BE01,1605,719.5,0
161,acetaminophen,C0000970,N02BE01,1605,346,1
161,acetaminophen,C0000970,N02BE01,1605,708,0
161,acetaminophen,C0000970,N02BE01,1605,787.02,1
161,acetaminophen,C0000970,N02BE01,1605,338-338.99,1
161,acetaminophen,C0000970,N02BE01,1605,862.22,0
161,acetaminophen,C0000970,N02BE01,1605,478.19,0
161,acetaminophen,C0000970,N02BE01,1605,331,0
161,acetaminophen,C0000970,N02BE01,1605,999.9,0
161,acetaminophen,C0000970,N02BE01,1605,729.82,0
161,acetaminophen,C0000970,N02BE01,1605,716.9,1
161,acetaminophen,C0000970,N02BE01,1605,338.1,0
161,acetaminophen,C0000970,N02BE01,1605,729.9,0
161,acetaminophen,C0000970,N02BE01,1605,332,0
161,acetaminophen,C0000970,N02BE01,1605,783,0
161,acetaminophen,C0000970,N02BE01,1605,493.9,0
161,acetaminophen,C0000970,N02BE01,1605,586,0
161,acetaminophen,C0000970,N02BE01,1605,714,0
161,acetaminophen,C0000970,N02BE01,1605,796.4,0
161,acetaminophen,C0000970,N02BE01,1605,780.57,0
161,acetaminophen,C0000970,N02BE01,1605,798,0
161,acetaminophen,C0000970,N02BE01,1605,346.9,1
161,acetaminophen,C0000970,N02BE01,1605,536.8,1
161,acetaminophen,C0000970,N02BE01,1605,625.3,1
161,acetaminophen,C0000970,N02BE01,1605,359.29,0
161,acetaminophen,C0000970,N02BE01,1605,786,0
161,acetaminophen,C0000970,N02BE01,1605,277,0
161,acetaminophen,C0000970,N02BE01,1605,493.9,0
161,acetaminophen,C0000970,N02BE01,1605,413,0
161,acetaminophen,C0000970,N02BE01,1605,780.52,0
161,acetaminophen,C0000970,N02BE01,1605,460,1
161,acetaminophen,C0000970,N02BE01,1605,200.2,0
161,acetaminophen,C0000970,N02BE01,1605,995,0
161,acetaminophen,C0000970,N02BE01,1605,339.1,0
161,acetaminophen,C0000970,N02BE01,1605,715.96,0
161,acetaminophen,C0000970,N02BE01,1605,493,0
161,acetaminophen,C0000970,N02BE01,1605,729.99,0
161,acetaminophen,C0000970,N02BE01,1605,995.3,1
161,acetaminophen,C0000970,N02BE01,1605,715.9,1
161,acetaminophen,C0000970,N02BE01,1605,780.79,0
161,acetaminophen,C0000970,N02BE01,1605,708.9,0
161,acetaminophen,C0000970,N02BE01,1605,994.6,0
161,acetaminophen,C0000970,N02BE01,1605,784,1
161,acetaminophen,C0000970,N02BE01,1605,250,0
161,acetaminophen,C0000970,N02BE01,1605,724.5,1
161,acetaminophen,C0000970,N02BE01,1605,709.9,0
161,acetaminophen,C0000970,N02BE01,1605,375.2,0
161,acetaminophen,C0000970,N02BE01,1605,390,0
161,acetaminophen,C0000970,N02BE01,1605,41,0
161,acetaminophen,C0000970,N02BE01,1605,780.2,0
161,acetaminophen,C0000970,N02BE01,1605,719.4,0
161,acetaminophen,C0000970,N02BE01,1605,720,0
161,acetaminophen,C0000970,N02BE01,1605,787.1,1
161,acetaminophen,C0000970,N02BE01,1605,493,0
161,acetaminophen,C0000970,N02BE01,1605,710,0
161,acetaminophen,C0000970,N02BE01,1605,274,0
161,acetaminophen,C0000970,N02BE01,1605,300,0
161,acetaminophen,C0000970,N02BE01,1605,786.5,0
161,acetaminophen,C0000970,N02BE01,1605,375.2,0
161,acetaminophen,C0000970,N02BE01,1605,781.99,1
161,acetaminophen,C0000970,N02BE01,1605,514,0
161,acetaminophen,C0000970,N02BE01,1605,355.1,0
161,acetaminophen,C0000970,N02BE01,1605,388.7,0
161,acetaminophen,C0000970,N02BE01,1605,462,1
161,acetaminophen,C0000970,N02BE01,1605,288.2,0
161,acetaminophen,C0000970,N02BE01,1605,434.91,0
161,acetaminophen,C0000970,N02BE01,1605,787.03,0
161,acetaminophen,C0000970,N02BE01,1605,338.29,0
161,acetaminophen,C0000970,N02BE01,1605,518.89,0
161,acetaminophen,C0000970,N02BE01,1605,307.42,0
161,acetaminophen,C0000970,N02BE01,1605,446.1,0
161,acetaminophen,C0000970,N02BE01,1605,333.9,0
161,acetaminophen,C0000970,N02BE01,1605,789,0
161,acetaminophen,C0000970,N02BE01,1605,E968.9,0
161,acetaminophen,C0000970,N02BE01,1605,487.1,1
161,acetaminophen,C0000970,N02BE01,1605,525.9,1
161,acetaminophen,C0000970,N02BE01,1605,478.29,0
161,acetaminophen,C0000970,N02BE01,1605,301.3,0
161,acetaminophen,C0000970,N02BE01,1605,V58.1,0
161,acetaminophen,C0000970,N02BE01,1605,349.9,0
161,acetaminophen,C0000970,N02BE01,1605,696,0
161,acetaminophen,C0000970,N02BE01,1605,413.9,0
161,acetaminophen,C0000970,N02BE01,1605,86.82,0
161,acetaminophen,C0000970,N02BE01,1605,89.8,0
161,acetaminophen,C0000970,N02BE01,1605,379.99,0
161,acetaminophen,C0000970,N02BE01,1605,277,0
161,acetaminophen,C0000970,N02BE01,1605,V60.2,0
161,acetaminophen,C0000970,N02BE01,1605,780.09,0
161,acetaminophen,C0000970,N02BE01,1605,780.99,1
161,acetaminophen,C0000970,N02BE01,1605,359.1,0
161,acetaminophen,C0000970,N02BE01,1605,729.1,1
161,acetaminophen,C0000970,N02BE01,1605,715.9,1
161,acetaminophen,C0000970,N02BE01,1605,719.4,0
161,acetaminophen,C0000970,N02BE01,1605,V22.2,0
161,acetaminophen,C0000970,N02BE01,1605,780.6,1
161,acetaminophen,C0000970,N02BE01,1605,786.2,1
161,acetaminophen,C0000970,N02BE01,1605,200.2,0
161,acetaminophen,C0000970,N02BE01,1605,698.9,0
161,acetaminophen,C0000970,N02BE01,1605,410.9,0
161,acetaminophen,C0000970,N02BE01,1605,136.9,0
161,acetaminophen,C0000970,N02BE01,1605,530.81,0
161,acetaminophen,C0000970,N02BE01,1605,784.1,0
161,acetaminophen,C0000970,N02BE01,1605,780.39,0
161,acetaminophen,C0000970,N02BE01,1605,780.96,1
161,acetaminophen,C0000970,N02BE01,1605,799.89,0
161,acetaminophen,C0000970,N02BE01,1605,274,0
161,acetaminophen,C0000970,N02BE01,1605,372.14,0
161,acetaminophen,C0000970,N02BE01,1605,782.3,0
161,acetaminophen,C0000970,N02BE01,1605,959.9,0
161,acetaminophen,C0000970,N02BE01,1605,797,0
161,acetaminophen,C0000970,N02BE01,1605,339.1,0
161,acetaminophen,C0000970,N02BE01,1605,307.9,0
161,acetaminophen,C0000970,N02BE01,1605,724.1,1
161,acetaminophen,C0000970,N02BE01,1605,305,0
161,acetaminophen,C0000970,N02BE01,1605,412,0
161,acetaminophen,C0000970,N02BE01,1605,477.9,0
161,acetaminophen,C0000970,N02BE01,1605,487,1
161,acetaminophen,C0000970,N02BE01,1605,274.9,0
164,acetate,C0000975,,4274,200.2,0
164,acetate,C0000975,,4274,99.27,0
164,acetate,C0000975,,4274,796.4,0
164,acetate,C0000975,,4274,784,0
164,acetate,C0000975,,4274,780.79,0
164,acetate,C0000975,,4274,298.9,0
164,acetate,C0000975,,4274,200.2,0
164,acetate,C0000975,,4274,305,0
167,acetazolamide,C0000981,S01EC01,2286,759.82,0
167,acetazolamide,C0000981,S01EC01,2286,92,0
167,acetazolamide,C0000981,S01EC01,2286,993.2,1
167,acetazolamide,C0000981,S01EC01,2286,796.4,0
167,acetazolamide,C0000981,S01EC01,2286,270,0
167,acetazolamide,C0000981,S01EC01,2286,428,1
167,acetazolamide,C0000981,S01EC01,2286,345,1
167,acetazolamide,C0000981,S01EC01,2286,536.8,0
167,acetazolamide,C0000981,S01EC01,2286,345.1,0
167,acetazolamide,C0000981,S01EC01,2286,348.82,0
167,acetazolamide,C0000981,S01EC01,2286,345.9,1
167,acetazolamide,C0000981,S01EC01,2286,977.9,0
167,acetazolamide,C0000981,S01EC01,2286,784,0
167,acetazolamide,C0000981,S01EC01,2286,365.9,1
